timestamp,action,shares,portfolio,entry_portfolio,entry_price,price,trade_type
2023-12-01 13:50:00,4,,10070.080037127096,10000.0,455.55,458.61,long
2023-12-01 13:55:00,2,,10067.664675918044,10000.0,455.55,458.5,long
2023-12-01 14:00:00,4,,10066.566784459383,10000.0,455.55,458.45,long
2023-12-01 14:05:00,2,,10063.2731100834,10000.0,455.55,458.3,long
2023-12-01 14:10:00,4,,10064.371001542062,10000.0,455.55,458.35,long
2023-12-01 14:15:00,2,,10062.181805973492,10000.0,455.55,458.2503,long
2023-12-01 14:20:00,4,,10071.617085169222,10000.0,455.55,458.68,long
2023-12-01 14:25:00,4,,10068.542989084972,10000.0,455.55,458.54,long
2023-12-01 14:30:00,2,,10072.166030898552,10000.0,455.55,458.705,long
2023-12-01 14:35:00,2,,10073.373711503078,10000.0,455.55,458.76,long
2023-12-01 14:40:00,2,,10072.934554919615,10000.0,455.55,458.74,long
2023-12-01 14:45:00,2,,10075.5694944204,10000.0,455.55,458.86,long
2023-12-01 14:50:00,2,,10071.726874315087,10000.0,455.55,458.685,long
2023-12-01 14:55:00,2,,10073.483500648945,10000.0,455.55,458.765,long
2023-12-01 15:00:00,2,,10076.886964170793,10000.0,455.55,458.92,long
2023-12-01 15:05:00,2,,10079.74148196331,10000.0,455.55,459.05,long
2023-12-01 15:10:00,4,,10076.777175024927,10000.0,455.55,458.915,long
2023-12-01 15:15:00,2,,10075.349916128667,10000.0,455.55,458.85,long
2023-12-01 15:20:00,4,,10073.04434406548,10000.0,455.55,458.745,long
2023-12-01 15:25:00,2,,10072.058437535603,10000.0,455.55,458.7001,long
2023-12-01 15:30:00,4,,10073.59328979481,10000.0,455.55,458.77,long
2023-12-01 15:35:00,2,,10078.09464477532,10000.0,455.55,458.975,long
2023-12-01 15:40:00,4,,10080.949162567837,10000.0,455.55,459.105,long
2023-12-01 15:45:00,2,,10074.69118125347,10000.0,455.55,458.82,long
2023-12-01 15:50:00,4,,10074.032446378274,10000.0,455.55,458.79,long
2023-12-01 15:55:00,4,,10075.789072712132,10000.0,455.55,458.87,long
2023-12-04 09:30:00,7,,10081.058951713703,10000.0,455.55,459.11,long
2023-12-04 09:35:00,2,,10007.061067399976,10000.0,455.55,455.74,long
2023-12-04 09:40:00,7,,10016.454626720277,10000.0,455.55,456.1678,long
2023-12-04 09:45:00,5,,10020.674921487369,10000.0,455.55,456.36,long
2023-12-04 09:50:00,5,,10027.481848531064,10000.0,455.55,456.67,long
2023-12-04 09:55:00,3,,10023.309860988154,10000.0,455.55,456.48,long
2023-12-04 10:00:00,7,,10021.553234654295,10000.0,455.55,456.4,long
2023-12-04 10:05:00,4,,10015.405042485796,10000.0,455.55,456.12,long
2023-12-04 10:10:00,4,,10013.538627006074,10000.0,455.55,456.035,long
2023-12-04 10:15:00,5,,10017.161668819654,10000.0,455.55,456.2,long
2023-12-04 10:20:00,4,,10005.084862774387,10000.0,455.55,455.65,long
2023-12-04 10:25:00,4,,10006.828314410739,10000.0,455.55,455.7294,long
2023-12-04 10:30:00,4,,9987.957756019281,10000.0,455.55,454.87,long
2023-12-04 10:35:00,4,,9986.750075414755,10000.0,455.55,454.815,long
2023-12-04 10:40:00,4,,9984.554292497432,10000.0,455.55,454.715,long
2023-12-04 10:45:00,4,,9985.542394810227,10000.0,455.55,454.76,long
2023-12-04 10:50:00,4,,9987.518599435816,10000.0,455.55,454.85,long
2023-12-04 10:55:00,4,,9980.93344646677,10000.0,455.55,454.5501,long
2023-12-04 11:00:00,4,,9981.150828975586,10000.0,455.55,454.56,long
2023-12-04 11:05:00,4,,9979.394202641728,10000.0,455.55,454.48,long
2023-12-04 11:10:00,4,,9984.189792533158,10000.0,455.55,454.6984,long
2023-12-04 11:15:00,4,,9981.796389153278,10000.0,455.55,454.5894,long
2023-12-04 11:20:00,4,,9988.83606918621,10000.0,455.55,454.91,long
2023-12-04 11:25:00,4,,9990.153538936604,10000.0,455.55,454.97,long
2023-12-04 11:30:00,4,,9985.542394810227,10000.0,455.55,454.76,long
2023-12-04 11:35:00,4,,9992.349321853922,10000.0,455.55,455.07,long
2023-12-04 11:40:00,4,,9990.373117228335,10000.0,455.55,454.98,long
2023-12-04 11:45:00,2,,9994.545104771245,10000.0,455.55,455.17,long
2023-12-04 11:50:00,4,,9998.497514022423,10000.0,455.55,455.35,long
2023-12-04 11:55:00,2,,10005.304441066119,10000.0,455.55,455.66,long
2023-12-04 12:00:00,4,,10003.547814732261,10000.0,455.55,455.58,long
2023-12-04 12:05:00,4,,10009.47642860903,10000.0,455.55,455.85,long
2023-12-04 12:10:00,4,,10011.452633234618,10000.0,455.55,455.94,long
2023-12-04 12:15:00,4,,10014.087572735403,10000.0,455.55,456.06,long
2023-12-04 12:20:00,2,,10017.82040369485,10000.0,455.55,456.23,long
2023-12-04 12:25:00,2,,10015.62462077753,10000.0,455.55,456.13,long
2023-12-04 12:30:00,4,,10013.977783589538,10000.0,455.55,456.055,long
2023-12-04 12:35:00,4,,10018.808506007645,10000.0,455.55,456.275,long
2023-12-04 12:40:00,4,,10024.64928856772,10000.0,455.55,456.541,long
2023-12-04 12:45:00,4,,10023.200071842288,10000.0,455.55,456.475,long
2023-12-04 12:50:00,2,,10025.176276467877,10000.0,455.55,456.565,long
2023-12-04 12:55:00,2,,10022.932186326374,10000.0,455.55,456.4628,long
2023-12-04 13:00:00,2,,10025.94480048894,10000.0,455.55,456.6,long
2023-12-04 13:05:00,2,,10024.627330738547,10000.0,455.55,456.54,long
2023-12-04 13:10:00,4,,10023.529439279886,10000.0,455.55,456.49,long
2023-12-04 13:15:00,4,,10020.455343195636,10000.0,455.55,456.35,long
2023-12-04 13:20:00,4,,10020.01618661217,10000.0,455.55,456.33,long
2023-12-04 13:25:00,4,,10021.004288924965,10000.0,455.55,456.375,long
2023-12-04 13:30:00,2,,10012.77010298501,10000.0,455.55,456.0,long
2023-12-04 13:35:00,2,,10008.158958858638,10000.0,455.55,455.79,long
2023-12-04 13:40:00,4,,10013.64841615194,10000.0,455.55,456.04,long
2023-12-04 13:45:00,2,,10015.0756750482,10000.0,455.55,456.105,long
2023-12-04 13:50:00,2,,10012.550524693279,10000.0,455.55,455.99,long
2023-12-04 13:55:00,2,,10013.867994443672,10000.0,455.55,456.05,long
2023-12-04 14:00:00,2,,10014.087572735403,10000.0,455.55,456.06,long
2023-12-04 14:05:00,2,,10012.77010298501,10000.0,455.55,456.0,long
2023-12-04 14:10:00,4,,10004.645706190922,10000.0,455.55,455.63,long
2023-12-04 14:15:00,4,,10007.939380566904,10000.0,455.55,455.78,long
2023-12-04 14:20:00,4,,10013.209259568475,10000.0,455.55,456.02,long
2023-12-04 14:25:00,2,,10011.233054942886,10000.0,455.55,455.93,long
2023-12-04 14:30:00,2,,10009.882648448733,10000.0,455.55,455.8685,long
2023-12-04 14:35:00,2,,10011.887398252247,10000.0,455.55,455.9598,long
2023-12-04 14:40:00,2,,10012.22115725568,10000.0,455.55,455.975,long
2023-12-04 14:45:00,2,,10011.123265797021,10000.0,455.55,455.925,long
2023-12-04 14:50:00,4,,10012.77010298501,10000.0,455.55,456.0,long
2023-12-04 14:55:00,4,,10014.087572735403,10000.0,455.55,456.06,long
2023-12-04 15:00:00,7,,10014.087572735403,10000.0,455.55,456.06,long
2023-12-04 15:05:00,2,,10014.307151027137,10000.0,455.55,456.07,long
2023-12-04 15:10:00,2,,10009.805796046629,10000.0,455.55,455.865,long
2023-12-04 15:15:00,4,,10011.454829017535,10000.0,455.55,455.9401,long
2023-12-04 15:20:00,4,,10010.57432006769,10000.0,455.55,455.9,long
2023-12-04 15:25:00,4,,10013.428837860207,10000.0,455.55,456.03,long
2023-12-04 15:30:00,4,,10010.244952630092,10000.0,455.55,455.885,long
2023-12-04 15:35:00,4,,10009.256850317297,10000.0,455.55,455.84,long
2023-12-04 15:40:00,4,,10014.965885902333,10000.0,455.55,456.1,long
2023-12-04 15:45:00,4,,10017.818207911932,10000.0,455.55,456.2299,long
2023-12-04 15:50:00,4,,10022.868508621772,10000.0,455.55,456.4599,long
2023-12-04 15:55:00,7,,10032.31257094917,10000.0,455.55,456.89,long
2023-12-05 09:30:00,7,,10031.104890344643,10000.0,455.55,456.835,long
2023-12-05 09:35:00,3,,10001.187348096142,10000.0,455.55,455.4725,long
2023-12-05 09:40:00,7,,9995.86037873872,10000.0,455.55,455.2299,long
2023-12-05 09:45:00,5,,9990.373117228335,10000.0,455.55,454.98,long
2023-12-05 09:50:00,3,,9991.03185210353,10000.0,455.55,455.01,long
2023-12-05 09:55:00,7,,10001.35203181494,10000.0,455.55,455.48,long
2023-12-05 10:00:00,4,,10007.50022398344,10000.0,455.55,455.76,long
2023-12-05 10:05:00,4,,10021.645457536824,10000.0,455.55,456.4042,long
2023-12-05 10:10:00,7,,10021.553234654295,10000.0,455.55,456.4,long
2023-12-05 10:15:00,7,,10021.553234654295,10000.0,455.55,456.4,long
2023-12-05 10:20:00,2,,10013.867994443672,10000.0,455.55,456.05,long
2023-12-05 10:25:00,7,,10024.407752446814,10000.0,455.55,456.53,long
2023-12-05 10:30:00,7,,10017.600825403119,10000.0,455.55,456.22,long
2023-12-05 10:35:00,2,,10023.858806717484,10000.0,455.55,456.505,long
2023-12-05 10:40:00,4,,10023.090282696421,10000.0,455.55,456.47,long
2023-12-05 10:45:00,5,,10023.749017571618,10000.0,455.55,456.5,long
2023-12-05 10:50:00,4,,10033.408266624914,10000.0,455.55,456.9399,long
2023-12-05 10:55:00,4,,10036.264980200349,10000.0,455.55,457.07,long
2023-12-05 11:00:00,4,,10040.65874181791,10000.0,455.55,457.2701,long
2023-12-05 11:05:00,4,,10042.852328952313,10000.0,455.55,457.37,long
2023-12-05 11:10:00,4,,10045.041524520882,10000.0,455.55,457.4697,long
2023-12-05 11:15:00,4,,10041.315280910188,10000.0,455.55,457.3,long
2023-12-05 11:20:00,4,,10024.737119884412,10000.0,455.55,456.545,long
2023-12-05 11:25:00,4,,10007.719802275173,10000.0,455.55,455.77,long
2023-12-05 11:30:00,2,,10014.416940173001,10000.0,455.55,456.075,long
2023-12-05 11:35:00,2,,10023.41965013402,10000.0,455.55,456.485,long
2023-12-05 11:40:00,4,,10025.94480048894,10000.0,455.55,456.6,long
2023-12-05 11:45:00,4,,10027.262270239333,10000.0,455.55,456.66,long
2023-12-05 11:50:00,4,,10021.11627385375,10000.0,455.55,456.3801,long
2023-12-05 11:55:00,2,,10021.553234654295,10000.0,455.55,456.4,long
2023-12-05 12:00:00,2,,10002.4499232736,10000.0,455.55,455.53,long
2023-12-05 12:05:00,2,,10017.600825403119,10000.0,455.55,456.22,long
2023-12-05 12:10:00,4,,10016.942090527922,10000.0,455.55,456.19,long
2023-12-05 12:15:00,7,,10020.01618661217,10000.0,455.55,456.33,long
2023-12-05 12:20:00,2,,10020.01618661217,10000.0,455.55,456.33,long
2023-12-05 12:25:00,2,,10015.62462077753,10000.0,455.55,456.13,long
2023-12-05 12:30:00,1,,10013.758205297807,10000.0,455.55,456.045,long
2023-12-05 12:35:00,7,,10018.259560278315,10000.0,455.55,456.25,long
2023-12-05 12:40:00,4,,10015.84419906926,10000.0,455.55,456.14,long
2023-12-05 12:45:00,1,,10010.57432006769,10000.0,455.55,455.9,long
2023-12-05 12:50:00,1,,10001.132453523209,10000.0,455.55,455.47,long
2023-12-05 12:55:00,4,,10008.378537150369,10000.0,455.55,455.8,long
2023-12-05 13:00:00,4,,10011.233054942886,10000.0,455.55,455.93,long
2023-12-05 13:05:00,7,,10015.183268411147,10000.0,455.55,456.1099,long
2023-12-05 13:10:00,7,,10010.135163484225,10000.0,455.55,455.88,long
2023-12-05 13:15:00,4,,10016.707141755769,10000.0,455.55,456.1793,long
2023-12-05 13:20:00,7,,10017.381247111385,10000.0,455.55,456.21,long
2023-12-05 13:25:00,7,,10023.41965013402,10000.0,455.55,456.485,long
2023-12-05 13:30:00,7,,10023.309860988154,10000.0,455.55,456.48,long
2023-12-05 13:35:00,7,,10017.381247111385,10000.0,455.55,456.21,long
2023-12-05 13:40:00,7,,10020.455343195636,10000.0,455.55,456.35,long
2023-12-05 13:45:00,7,,10018.808506007645,10000.0,455.55,456.275,long
2023-12-05 13:50:00,7,,10019.357451736976,10000.0,455.55,456.3,long
2023-12-05 13:55:00,7,,10014.087572735403,10000.0,455.55,456.06,long
2023-12-05 14:00:00,7,,10018.33641268042,10000.0,455.55,456.2535,long
2023-12-05 14:05:00,7,,10016.283355652726,10000.0,455.55,456.16,long
2023-12-05 14:10:00,7,,10011.672211526351,10000.0,455.55,455.95,long
2023-12-05 14:15:00,2,,10020.235764903902,10000.0,455.55,456.34,long
2023-12-05 14:20:00,7,,10023.746821788702,10000.0,455.55,456.4999,long
2023-12-05 14:25:00,7,,10025.176276467877,10000.0,455.55,456.565,long
2023-12-05 14:30:00,7,,10021.333656362563,10000.0,455.55,456.39,long
2023-12-05 14:35:00,7,,10020.784710633234,10000.0,455.55,456.365,long
2023-12-05 14:40:00,7,,10015.514831631663,10000.0,455.55,456.125,long
2023-12-05 14:45:00,7,,10015.62462077753,10000.0,455.55,456.13,long
2023-12-05 14:50:00,7,,10014.965885902333,10000.0,455.55,456.1,long
2023-12-05 14:55:00,7,,10019.357451736976,10000.0,455.55,456.3,long
2023-12-05 15:00:00,7,,10022.431547821225,10000.0,455.55,456.44,long
2023-12-05 15:05:00,7,,10025.286065613742,10000.0,455.55,456.57,long
2023-12-05 15:10:00,4,,10024.188174155082,10000.0,455.55,456.52,long
2023-12-05 15:15:00,7,,10026.054589634805,10000.0,455.55,456.605,long
2023-12-05 15:20:00,7,,10026.823113655868,10000.0,455.55,456.64,long
2023-12-05 15:25:00,7,,10027.921005114527,10000.0,455.55,456.69,long
2023-12-05 15:30:00,7,,10028.360161697992,10000.0,455.55,456.71,long
2023-12-05 15:35:00,7,,10024.407752446814,10000.0,455.55,456.53,long
2023-12-05 15:40:00,7,,10024.407752446814,10000.0,455.55,456.53,long
2023-12-05 15:45:00,7,,10021.992391237762,10000.0,455.55,456.42,long
2023-12-05 15:50:00,4,,10017.163864602571,10000.0,455.55,456.2001,long
2023-12-05 15:55:00,4,,10022.842159226764,10000.0,455.55,456.4587,long
2023-12-06 09:30:00,7,,10016.063777360992,10000.0,455.55,456.15,long
2023-12-06 09:35:00,2,,10071.177928585757,10000.0,455.55,458.66,long
2023-12-06 09:40:00,7,,10059.759857415685,10000.0,455.55,458.14,long
2023-12-06 09:45:00,5,,10054.92913499758,10000.0,455.55,457.92,long
2023-12-06 09:50:00,5,,10053.392086955455,10000.0,455.55,457.85,long
2023-12-06 09:55:00,7,,10059.320700832222,10000.0,455.55,458.12,long
2023-12-06 10:00:00,7,,10055.20799942808,10000.0,455.55,457.9327,long
2023-12-06 10:05:00,7,,10054.38018926825,10000.0,455.55,457.895,long
2023-12-06 10:10:00,4,,10049.022478949986,10000.0,455.55,457.651,long
2023-12-06 10:15:00,5,,10058.442387665293,10000.0,455.55,458.08,long
2023-12-06 10:20:00,4,,10064.678411150486,10000.0,455.55,458.364,long
2023-12-06 10:25:00,4,,10054.270400122383,10000.0,455.55,457.89,long
2023-12-06 10:30:00,4,,10030.226577177717,10000.0,455.55,456.795,long
2023-12-06 10:35:00,2,,10039.560850359248,10000.0,455.55,457.2201,long
2023-12-06 10:40:00,7,,10043.51106382751,10000.0,455.55,457.4,long
2023-12-06 10:45:00,4,,10043.071907244044,10000.0,455.55,457.38,long
2023-12-06 10:50:00,2,,10043.401274681642,10000.0,455.55,457.395,long
2023-12-06 10:55:00,2,,10038.241184825938,10000.0,455.55,457.16,long
2023-12-06 11:00:00,2,,10035.825823616884,10000.0,455.55,457.05,long
2023-12-06 11:05:00,4,,10040.434771960343,10000.0,455.55,457.2599,long
2023-12-06 11:10:00,4,,10041.53485920192,10000.0,455.55,457.31,long
2023-12-06 11:15:00,4,,10038.678145626485,10000.0,455.55,457.1799,long
2023-12-06 11:20:00,7,,10040.217389451527,10000.0,455.55,457.25,long
2023-12-06 11:25:00,7,,10040.436967743259,10000.0,455.55,457.26,long
2023-12-06 11:30:00,7,,10030.66573376118,10000.0,455.55,456.815,long
2023-12-06 11:35:00,7,,10030.66573376118,10000.0,455.55,456.815,long
2023-12-06 11:40:00,4,,10018.698716861778,10000.0,455.55,456.27,long
2023-12-06 11:45:00,7,,10016.942090527922,10000.0,455.55,456.19,long
