timestamp,action,shares,portfolio,entry_portfolio,entry_price,price,trade_type
2023-11-29 14:40:00,2,,10000.0,,,455.55,
2023-11-29 14:45:00,4,,9996.48776204588,10000.0,455.55,455.23,long
2023-11-29 14:50:00,4,,9997.969834621465,10000.0,455.55,455.32,long
2023-11-29 14:55:00,4,,9999.69706489497,10000.0,455.55,455.4099,long
2023-11-29 15:00:00,4,,9998.05230860951,10000.0,455.55,455.33,long
2023-11-29 15:05:00,4,,9999.79657164798,10000.0,455.55,455.412,long
2023-11-29 15:10:00,4,,9999.753342455198,10000.0,455.55,455.41,long
2023-11-29 15:15:00,4,,9997.139005042549,10000.0,455.55,455.29,long
2023-11-29 15:20:00,4,,9991.01704845716,10000.0,455.55,455.0101,long
2023-11-29 15:25:00,4,,9986.368905178906,10000.0,455.55,454.798,long
2023-11-29 15:30:00,4,,9978.95442246636,10000.0,455.55,454.46,long
2023-11-29 15:35:00,4,,9977.854873578319,10000.0,455.55,454.4099,long
2023-11-29 15:40:00,4,,9976.869208290915,10000.0,455.55,454.365,long
2023-11-29 15:45:00,4,,9974.015039713513,10000.0,455.55,454.235,long
2023-11-29 15:50:00,4,,9980.16285595991,10000.0,455.55,454.515,long
2023-11-29 15:55:00,4,,9981.809642811857,10000.0,455.55,454.59,long
2023-11-30 09:30:00,7,,9982.578155090883,10000.0,455.55,454.625,long
2023-11-30 09:35:00,5,,9997.948400671394,10000.0,455.55,455.325,long
2023-11-30 09:40:00,7,,9989.933915475842,10000.0,455.55,454.96,long
2023-11-30 09:45:00,3,,9985.322841801688,10000.0,455.55,454.75,long
2023-11-30 09:50:00,3,,9975.661544579652,10000.0,455.55,454.31,long
2023-11-30 09:55:00,4,,9984.44454205423,10000.0,455.55,454.71,long
2023-11-30 10:00:00,4,,9993.337394950548,10000.0,455.55,455.115,long
2023-11-30 10:05:00,4,,9986.20112773107,10000.0,455.55,454.79,long
2023-11-30 10:10:00,4,,9986.201127731068,10000.0,455.55,454.79,long
2023-11-30 10:15:00,4,,9977.418004451325,10000.0,455.55,454.39,long
2023-11-30 10:20:00,4,,9992.349321162816,10000.0,455.55,455.07,long
2023-11-30 10:25:00,7,,9994.549495120855,10000.0,455.55,455.1702,long
2023-11-30 10:30:00,4,,9993.117845000454,10000.0,455.55,455.105,long
2023-11-30 10:35:00,4,,9986.42070790212,10000.0,455.55,454.8,long
2023-11-30 10:40:00,4,,9991.429288437552,10000.0,455.55,455.0281,long
2023-11-30 10:45:00,4,,9978.84525691421,10000.0,455.55,454.455,long
2023-11-30 10:50:00,4,,9976.759263173904,10000.0,455.55,454.36,long
2023-11-30 10:55:00,4,,9975.00263685316,10000.0,455.55,454.28,long
2023-11-30 11:00:00,1,,9978.076732925943,10000.0,455.55,454.42,long
2023-11-30 11:05:00,4,,9990.153538926164,10000.0,455.55,454.97,long
2023-11-30 11:10:00,4,,9987.738177721616,10000.0,455.55,454.86,long
2023-11-30 11:15:00,1,,9981.260618121561,10000.0,455.55,454.565,long
2023-11-30 11:20:00,4,,9984.444503348708,10000.0,455.55,454.71,long
2023-11-30 11:25:00,4,,9977.19841972493,10000.0,455.55,454.38,long
2023-11-30 11:30:00,4,,9985.103238225442,10000.0,455.55,454.74,long
2023-11-30 11:35:00,4,,9974.124323640115,10000.0,455.55,454.24,long
2023-11-30 11:40:00,4,,9974.783058515273,10000.0,455.55,454.27,long
2023-11-30 11:45:00,4,,9972.69706474388,10000.0,455.55,454.175,long
2023-11-30 11:50:00,1,,9968.74465549276,10000.0,455.55,453.995,long
2023-11-30 11:55:00,4,,9972.938600864782,10000.0,455.55,454.186,long
2023-11-30 12:00:00,4,,9971.708962431092,10000.0,455.55,454.13,long
2023-11-30 12:05:00,4,,9964.023722220494,10000.0,455.55,453.78,long
2023-11-30 12:10:00,1,,9976.32010655747,10000.0,455.55,454.34,long
2023-11-30 12:15:00,1,,9975.858992144835,10000.0,455.55,454.319,long
2023-11-30 12:20:00,2,,9969.732757805521,10000.0,455.55,454.04,long
2023-11-30 12:25:00,2,,9960.949626136251,10000.0,455.55,453.64,long
2023-11-30 12:30:00,2,,9961.169204427983,10000.0,455.55,453.65,long
2023-11-30 12:35:00,1,,9965.450981116752,10000.0,455.55,453.845,long
2023-11-30 12:40:00,5,,9960.18110211519,10000.0,455.55,453.605,long
2023-11-30 12:45:00,1,,9963.804143928763,10000.0,455.55,453.77,long
2023-11-30 12:50:00,1,,9973.00667013524,10000.0,455.55,454.1891,long
2023-11-30 12:55:00,4,,9972.58727559803,10000.0,455.55,454.17,long
2023-11-30 13:00:00,1,,9970.281703534845,10000.0,455.55,454.065,long
2023-11-30 13:05:00,1,,9968.832486809415,10000.0,455.55,453.999,long
2023-11-30 13:10:00,1,,9968.525077200991,10000.0,455.55,453.985,long
2023-11-30 13:15:00,1,,9962.486674178363,10000.0,455.55,453.71,long
2023-11-30 13:20:00,1,,9966.878240013002,10000.0,455.55,453.91,long
2023-11-30 13:25:00,1,,9965.670559408476,10000.0,455.55,453.855,long
2023-11-30 13:30:00,1,,9968.85444463859,10000.0,455.55,454.0,long
2023-11-30 13:35:00,4,,9958.314686635455,10000.0,455.55,453.52,long
2023-11-30 13:40:00,1,,9967.976131471663,10000.0,455.55,453.96,long
2023-11-30 13:45:00,2,,9968.634866346862,10000.0,455.55,453.99,long
2023-11-30 13:50:00,2,,9963.14540905356,10000.0,455.55,453.74,long
2023-11-30 13:55:00,2,,9961.827939303168,10000.0,455.55,453.68,long
2023-11-30 14:00:00,1,,9962.267095886631,10000.0,455.55,453.7,long
2023-11-30 14:05:00,5,,9968.195709763397,10000.0,455.55,453.97,long
2023-11-30 14:10:00,1,,9971.379594993512,10000.0,455.55,454.115,long
2023-11-30 14:15:00,1,,9973.026432181501,10000.0,455.55,454.19,long
2023-11-30 14:20:00,1,,9976.869052286813,10000.0,455.55,454.365,long
2023-11-30 14:25:00,1,,9976.978841432678,10000.0,455.55,454.37,long
2023-11-30 14:30:00,1,,9976.210317411615,10000.0,455.55,454.335,long
2023-11-30 14:35:00,1,,9972.587275598038,10000.0,455.55,454.17,long
2023-11-30 14:40:00,1,,9980.62384107543,10000.0,455.55,454.536,long
2023-11-30 14:45:00,2,,9984.444503351566,10000.0,455.55,454.71,long
2023-11-30 14:50:00,4,,9986.640286268888,10000.0,455.55,454.81,long
2023-11-30 14:55:00,4,,9989.714382353137,10000.0,455.55,454.95,long
2023-11-30 15:00:00,1,,9991.330478580285,10000.0,455.55,455.0236,long
2023-11-30 15:05:00,1,,9990.153538936602,10000.0,455.55,454.97,long
2023-11-30 15:10:00,1,,9983.346611892906,10000.0,455.55,454.66,long
2023-11-30 15:15:00,1,,9978.5158894748,10000.0,455.55,454.44,long
2023-11-30 15:20:00,4,,9978.735467766532,10000.0,455.55,454.45,long
2023-11-30 15:25:00,1,,9976.76145892386,10000.0,455.55,454.3601,long
2023-11-30 15:30:00,1,,9970.391492680712,10000.0,455.55,454.07,long
2023-11-30 15:35:00,4,,9971.050227555908,10000.0,455.55,454.1,long
2023-11-30 15:40:00,4,,9976.86905228681,10000.0,455.55,454.365,long
2023-11-30 15:45:00,4,,9985.542394810227,10000.0,455.55,454.76,long
2023-11-30 15:50:00,4,,9996.960465980299,10000.0,455.55,455.28,long
2023-11-30 15:55:00,7,,10000.03456206455,10000.0,455.55,455.42,long
2023-12-01 09:30:00,2,,10018.808506007645,10000.0,455.55,456.275,long
2023-12-01 09:35:00,2,,10003.45998341557,10000.0,455.55,455.576,long
2023-12-01 09:40:00,7,,9999.788634377808,10000.0,455.55,455.4088,long
2023-12-01 09:45:00,5,,10011.45263323462,10000.0,455.55,455.94,long
2023-12-01 09:50:00,3,,10015.405042485798,10000.0,455.55,456.12,long
2023-12-01 09:55:00,7,,10009.256850317297,10000.0,455.55,455.84,long
2023-12-01 10:00:00,4,,10014.087572735405,10000.0,455.55,456.06,long
2023-12-01 10:05:00,7,,10015.185464194064,10000.0,455.55,456.11,long
2023-12-01 10:10:00,4,,10025.505643905475,10000.0,455.55,456.58,long
2023-12-01 10:15:00,5,,10025.395854759608,10000.0,455.55,456.575,long
2023-12-01 10:20:00,4,,10013.343202326432,10000.0,455.55,456.0261,long
2023-12-01 10:25:00,4,,10018.259560278315,10000.0,455.55,456.25,long
2023-12-01 10:30:00,3,,10008.378537150369,10000.0,455.55,455.8,long
2023-12-01 10:35:00,2,,10000.034562064548,10000.0,455.55,455.42,long
2023-12-01 10:40:00,4,,10017.405400723475,10000.0,455.55,456.2111,long
2023-12-01 10:45:00,4,,10011.782000672216,10000.0,455.55,455.955,long
2023-12-01 10:50:00,4,,10019.028084299378,10000.0,455.55,456.285,long
2023-12-01 10:55:00,4,,10020.235764903902,10000.0,455.55,456.34,long
2023-12-01 11:00:00,2,,10020.674921487369,10000.0,455.55,456.36,long
2023-12-01 11:05:00,2,,10007.061067399976,10000.0,455.55,455.74,long
2023-12-01 11:10:00,2,,10013.622066756932,10000.0,455.55,456.0388,long
2023-12-01 11:15:00,2,,10030.775522907046,10000.0,455.55,456.82,long
2023-12-01 11:20:00,4,,10044.940518506686,10000.0,455.55,457.4651,long
2023-12-01 11:25:00,4,,10033.70689310167,10000.0,455.55,456.9535,long
2023-12-01 11:30:00,3,,10038.021606534205,10000.0,455.55,457.15,long
2023-12-01 11:35:00,2,,10031.983203511572,10000.0,455.55,456.875,long
2023-12-01 11:40:00,4,,10037.799832459557,10000.0,455.55,457.1399,long
2023-12-01 11:45:00,4,,10042.632750660581,10000.0,455.55,457.36,long
2023-12-01 11:50:00,4,,10058.55217681116,10000.0,455.55,458.085,long
2023-12-01 11:55:00,4,,10061.079522948998,10000.0,455.55,458.2001,long
2023-12-01 12:00:00,2,,10066.347206167651,10000.0,455.55,458.44,long
2023-12-01 12:05:00,7,,10063.712266666864,10000.0,455.55,458.32,long
2023-12-01 12:10:00,4,,10066.347206167651,10000.0,455.55,458.44,long
2023-12-01 12:15:00,2,,10075.349916128667,10000.0,455.55,458.85,long
2023-12-01 12:20:00,4,,10074.252024670008,10000.0,455.55,458.8,long
2023-12-01 12:25:00,2,,10064.810158125525,10000.0,455.55,458.37,long
2023-12-01 12:30:00,4,,10068.542989084972,10000.0,455.55,458.54,long
2023-12-01 12:35:00,4,,10076.447807587328,10000.0,455.55,458.9,long
2023-12-01 12:40:00,4,,10075.459705274534,10000.0,455.55,458.855,long
2023-12-01 12:45:00,4,,10078.424012212918,10000.0,455.55,458.99,long
2023-12-01 12:50:00,4,,10084.352626089685,10000.0,455.55,459.26,long
2023-12-01 12:55:00,4,,10087.646300465667,10000.0,455.55,459.41,long
2023-12-01 13:00:00,4,,10090.720396549917,10000.0,455.55,459.55,long
2023-12-01 13:05:00,2,,10085.560306694211,10000.0,455.55,459.315,long
2023-12-01 13:10:00,4,,10081.058951713703,10000.0,455.55,459.11,long
2023-12-01 13:15:00,4,,10080.619795130238,10000.0,455.55,459.09,long
2023-12-01 13:20:00,4,,10073.373711503078,10000.0,455.55,458.76,long
2023-12-01 13:25:00,4,,10074.142235524141,10000.0,455.55,458.795,long
2023-12-01 13:30:00,4,,10072.49539833615,10000.0,455.55,458.72,long
2023-12-01 13:35:00,4,,10068.542989084972,10000.0,455.55,458.54,long
2023-12-01 13:40:00,4,,10070.519193710561,10000.0,455.55,458.63,long
2023-12-01 13:45:00,4,,10062.833953499936,10000.0,455.55,458.28,long
