expiration,strike,type_call,last_call,mark_call,bid_call,bid_size_call,ask_call,ask_size_call,volume_call,open_interest_call,date_call,implied_volatility_call,delta_call,gamma_call,theta_call,vega_call,rho_call,week_call,type_put,last_put,mark_put,bid_put,bid_size_put,ask_put,ask_size_put,volume_put,open_interest_put,date_put,implied_volatility_put,delta_put,gamma_put,theta_put,vega_put,rho_put,week_put,open_interest_diff
2020-02-28,317.0,call,17.35,16.88,16.73,5,17.03,5,52,462,2020-02-21,0.24193,0.93804,0.01093,-0.1103,0.05642,0.05675,2020-02-15/2020-02-21,put,0.14,0.14,0.13,1543,0.14,1887,3091,17283,2020-02-21,0.20687,-0.03641,0.00835,-0.05393,0.03686,-0.00236,2020-02-15/2020-02-21,-1.5317193556106876
2020-02-28,317.5,call,18.52,16.39,16.25,5,16.54,5,0,494,2020-02-21,0.23781,0.93533,0.0115,-0.11187,0.05833,0.05668,2020-02-15/2020-02-21,put,0.16,0.15,0.14,1553,0.15,2356,3243,9664,2020-02-21,0.20428,-0.03915,0.00898,-0.05649,0.03911,-0.00253,2020-02-15/2020-02-21,-0.8516683657051236
2020-02-28,318.0,call,15.54,15.91,15.76,5,16.05,5,18,427,2020-02-21,0.23522,0.93119,0.0122,-0.11557,0.06119,0.0565,2020-02-15/2020-02-21,put,0.15,0.15,0.15,1605,0.16,2051,4050,7506,2020-02-21,0.19894,-0.04006,0.00939,-0.05603,0.03984,-0.00259,2020-02-15/2020-02-21,-0.665812056739951
2020-02-28,319.0,call,14.15,14.93,14.79,5,15.08,5,37,916,2020-02-21,0.22623,0.92539,0.0135,-0.11793,0.06512,0.05632,2020-02-15/2020-02-21,put,0.22,0.18,0.18,204,0.19,2575,1029,7237,2020-02-21,0.19513,-0.04771,0.01102,-0.06325,0.04588,-0.00309,2020-02-15/2020-02-21,-0.5984380336908832
2020-02-28,320.0,call,13.67,13.97,13.83,5,14.11,5,59,1293,2020-02-21,0.21983,0.91629,0.01515,-0.12417,0.07104,0.05592,2020-02-15/2020-02-21,put,0.21,0.21,0.21,1433,0.22,1133,17245,17301,2020-02-21,0.1901,-0.05569,0.0128,-0.06964,0.05188,-0.0036,2020-02-15/2020-02-21,-1.4594567161134684
2020-02-28,321.0,call,12.99,13.02,12.88,5,13.15,5,15,1347,2020-02-21,0.21388,0.90537,0.01706,-0.13141,0.07783,0.05541,2020-02-15/2020-02-21,put,0.25,0.26,0.25,2264,0.26,5,3747,12659,2020-02-21,0.18751,-0.06766,0.0151,-0.07991,0.0604,-0.00438,2020-02-15/2020-02-21,-1.0420577553767636
2020-02-28,322.0,call,11.92,12.07,11.95,5,12.2,5,329,8656,2020-02-21,0.20702,0.89377,0.01918,-0.13761,0.08469,0.05485,2020-02-15/2020-02-21,put,0.31,0.32,0.31,472,0.32,963,8127,13974,2020-02-21,0.18461,-0.08153,0.01769,-0.09065,0.06965,-0.00528,2020-02-15/2020-02-21,-0.5092874464636867
2020-02-28,323.0,call,11.19,11.17,11.07,5,11.27,5,160,3575,2020-02-21,0.20458,0.87532,0.02175,-0.15083,0.0949,0.05384,2020-02-15/2020-02-21,put,0.39,0.39,0.38,398,0.4,2583,7552,14179,2020-02-21,0.18157,-0.09774,0.02058,-0.10194,0.07971,-0.00633,2020-02-15/2020-02-21,-0.9791279290987426
2020-02-28,324.0,call,9.69,10.21,10.17,5,10.25,5,111,2174,2020-02-21,0.19468,0.86312,0.02438,-0.15277,0.10122,0.05324,2020-02-15/2020-02-21,put,0.47,0.47,0.47,34,0.48,887,7184,9430,2020-02-21,0.17791,-0.11601,0.02377,-0.11293,0.0902,-0.00751,2020-02-15/2020-02-21,-0.6815445133094563
2020-02-28,325.0,call,9.21,9.32,9.28,5,9.36,5,583,2199,2020-02-21,0.19056,0.84152,0.02748,-0.16374,0.11167,0.05203,2020-02-15/2020-02-21,put,0.58,0.57,0.57,186,0.58,217,36961,22924,2020-02-21,0.17455,-0.13782,0.02732,-0.12478,0.1017,-0.00892,2020-02-15/2020-02-21,-1.8787222394940128
2020-02-28,327.0,call,7.43,7.58,7.55,5,7.62,5,372,2000,2020-02-21,0.1808,0.79055,0.03446,-0.18271,0.13289,0.04911,2020-02-15/2020-02-21,put,0.85,0.84,0.84,191,0.85,119,3528,14900,2020-02-21,0.16846,-0.1933,0.03525,-0.14957,0.12665,-0.01252,2020-02-15/2020-02-21,-1.1832054448252065
2020-02-28,328.0,call,6.63,6.76,6.74,85,6.78,5,746,1567,2020-02-21,0.17699,0.75823,0.03818,-0.19288,0.14414,0.0472,2020-02-15/2020-02-21,put,1.01,1.02,1.01,161,1.02,110,6808,6979,2020-02-21,0.16571,-0.22762,0.03945,-0.16169,0.13942,-0.01475,2020-02-15/2020-02-21,-0.5176425363932544
2020-02-28,330.0,call,5.02,5.19,5.17,73,5.2,5,3410,4760,2020-02-21,0.16769,0.6831,0.04599,-0.20665,0.16448,0.04269,2020-02-15/2020-02-21,put,1.44,1.44,1.43,200,1.44,17,44518,33452,2020-02-21,0.15733,-0.30633,0.0483,-0.17766,0.16208,-0.01987,2020-02-15/2020-02-21,-2.5868605529925923
2020-02-28,331.0,call,4.54,4.45,4.43,111,4.46,5,2117,3416,2020-02-21,0.16266,0.63911,0.04984,-0.20995,0.17292,0.04002,2020-02-15/2020-02-21,put,1.7,1.69,1.69,200,1.7,14,8845,18746,2020-02-21,0.15215,-0.35227,0.05284,-0.18118,0.17146,-0.02285,2020-02-15/2020-02-21,-1.3991934078980754
2020-02-28,333.0,call,3.08,3.08,3.07,4,3.09,214,12116,9610,2020-02-21,0.15108,0.53736,0.05693,-0.20557,0.18343,0.03378,2020-02-15/2020-02-21,put,2.34,2.33,2.32,202,2.34,196,21721,15940,2020-02-21,0.14178,-0.46072,0.06063,-0.17893,0.18335,-0.02991,2020-02-15/2020-02-21,-0.5992379891096716
2020-02-28,335.0,call,1.9,1.89,1.88,177,1.9,215,15275,7643,2020-02-21,0.13736,0.41542,0.06147,-0.1826,0.18008,0.02621,2020-02-15/2020-02-21,put,3.06,3.15,3.13,203,3.16,98,12461,20014,2020-02-21,0.12852,-0.5908,0.06547,-0.15607,0.17945,-0.03839,2020-02-15/2020-02-21,-1.1361858429875324
2020-02-28,338.0,call,0.65,0.62,0.62,197,0.63,217,25486,21032,2020-02-21,0.11556,0.20773,0.05366,-0.11213,0.13225,0.01317,2020-02-15/2020-02-21,put,4.79,4.89,4.87,42,4.91,1,4176,5278,2020-02-21,0.10398,-0.81773,0.05508,-0.07869,0.12214,-0.05324,2020-02-15/2020-02-21,1.3636748407262294
2020-02-28,339.0,call,0.39,0.38,0.37,1440,0.38,5,9968,42075,2020-02-21,0.10977,0.1463,0.04523,-0.08512,0.10589,0.00928,2020-02-15/2020-02-21,put,5.65,5.64,5.51,5,5.78,5,629,3962,2020-02-21,0.09346,-0.89225,0.04292,-0.04399,0.08556,-0.05815,2020-02-15/2020-02-21,3.3510307528028873
2020-02-28,340.0,call,0.23,0.21,0.21,667,0.22,476,19970,30436,2020-02-21,0.10398,0.09401,0.03493,-0.05887,0.07745,0.00597,2020-02-15/2020-02-21,put,6.5,6.46,6.35,5,6.58,5,1525,4945,2020-02-21,0.07425,-0.96773,0.02108,-0.00345,0.03338,-0.06313,2020-02-15/2020-02-21,2.229137719919861
2020-02-28,341.0,call,0.12,0.12,0.12,20,0.13,2870,12796,22191,2020-02-21,0.10154,0.0597,0.0253,-0.0406,0.0548,0.0038,2020-02-15/2020-02-21,put,8.17,7.38,7.25,5,7.52,5,1091,2191,2020-02-21,0.04524,-1.0,0.0,0.01476,0.0,-0.06538,2020-02-15/2020-02-21,1.7410760305235142
2020-02-28,342.0,call,0.07,0.07,0.06,1805,0.07,2476,2863,39122,2020-02-21,0.10093,0.03784,0.01767,-0.02797,0.03804,0.00241,2020-02-15/2020-02-21,put,8.9,8.36,8.21,5,8.51,5,334,2020,2020-02-21,0.05126,-1.0,0.0,0.0148,0.0,-0.06557,2020-02-15/2020-02-21,3.261169094092323
2020-02-28,343.0,call,0.04,0.04,0.04,170,0.05,4969,2320,8123,2020-02-21,0.10047,0.02306,0.01177,-0.01843,0.02522,0.00147,2020-02-15/2020-02-21,put,9.37,9.36,9.21,5,9.51,5,8,280,2020-02-21,0.05727,-1.0,0.0,0.01484,0.0,-0.06576,2020-02-15/2020-02-21,0.6605140276112225
2020-02-28,344.0,call,0.03,0.03,0.02,3146,0.03,4103,2502,13745,2020-02-21,0.10474,0.01729,0.00884,-0.01503,0.01976,0.0011,2020-02-15/2020-02-21,put,9.61,10.36,10.21,5,10.51,5,5,3783,2020-02-21,0.06329,-1.0,0.0,0.01489,0.0,-0.06595,2020-02-15/2020-02-21,0.848859086768181
2020-02-28,345.0,call,0.02,0.03,0.02,12,0.03,6920,2031,19501,2020-02-21,0.11312,0.01615,0.00772,-0.01529,0.01863,0.00103,2020-02-15/2020-02-21,put,11.2,11.36,11.21,5,11.51,5,10,1645,2020-02-21,0.06931,-1.0,0.0,0.01493,0.0,-0.06614,2020-02-15/2020-02-21,1.5505088729810321
2020-03-02,315.0,call,16.17,18.95,18.8,5,19.09,5,0,3,2020-02-21,0.22699,0.93915,0.00961,-0.08819,0.06648,0.08061,2020-02-15/2020-02-21,put,0.22,0.18,0.18,228,0.19,1809,698,21227,2020-02-21,0.20001,-0.03991,0.00779,-0.0469,0.04748,-0.0037,2020-02-15/2020-02-21,-1.923075323269059
2020-03-02,325.0,call,9.32,9.59,9.55,5,9.63,5,235,625,2020-02-21,0.17638,0.81903,0.02704,-0.13957,0.14533,0.0722,2020-02-15/2020-02-21,put,0.91,0.83,0.82,5,0.84,148,2768,23470,2020-02-21,0.16647,-0.16746,0.02727,-0.11269,0.13833,-0.01553,2020-02-15/2020-02-21,-2.0671561825863924
2020-03-06,315.0,call,24.5,19.46,19.33,5,19.59,5,0,103,2020-02-21,0.23827,0.89581,0.01162,-0.11259,0.1181,0.10712,2020-02-15/2020-02-21,put,0.65,0.61,0.6,195,0.62,1177,2496,4954,2020-02-21,0.22227,-0.08925,0.01112,-0.08236,0.10541,-0.01165,2020-02-15/2020-02-21,-0.4677786486221106
2020-03-06,320.0,call,14.25,14.87,14.83,5,14.91,5,26,241,2020-02-21,0.21739,0.84248,0.01696,-0.13364,0.15729,0.10206,2020-02-15/2020-02-21,put,1.01,1.02,1.0,1157,1.03,914,4264,9212,2020-02-21,0.20596,-0.14499,0.01694,-0.10735,0.14885,-0.01894,2020-02-15/2020-02-21,-0.8339804625563577
2020-03-06,322.0,call,13.18,13.1,13.06,5,13.14,5,5,908,2020-02-21,0.20931,0.81323,0.01964,-0.14227,0.17537,0.099,2020-02-15/2020-02-21,put,1.33,1.25,1.23,1000,1.26,319,2579,10019,2020-02-21,0.1991,-0.17529,0.01985,-0.11725,0.16853,-0.0229,2020-02-15/2020-02-21,-0.8464242135152885
2020-03-06,322.5,call,12.78,12.67,12.63,5,12.71,5,27,653,2020-02-21,0.20748,0.80487,0.02035,-0.14455,0.18014,0.09809,2020-02-15/2020-02-21,put,1.33,1.31,1.3,100,1.32,5,808,5882,2020-02-21,0.19711,-0.18346,0.02063,-0.11939,0.17343,-0.02397,2020-02-15/2020-02-21,-0.5013767762112236
2020-03-06,323.0,call,11.83,12.24,12.2,5,12.28,5,101,252,2020-02-21,0.2055,0.79632,0.02109,-0.14663,0.18485,0.09716,2020-02-15/2020-02-21,put,1.4,1.38,1.37,100,1.39,5,462,6027,2020-02-21,0.19544,-0.19237,0.02142,-0.12181,0.17858,-0.02514,2020-02-15/2020-02-21,-0.5499074049510534
2020-03-06,325.0,call,10.61,10.55,10.53,1,10.57,5,273,827,2020-02-21,0.19742,0.75841,0.0242,-0.15416,0.20377,0.09296,2020-02-15/2020-02-21,put,1.77,1.69,1.67,700,1.7,5,2041,8185,2020-02-21,0.18827,-0.23165,0.02479,-0.13046,0.19911,-0.03028,2020-02-15/2020-02-21,-0.6906106747223916
2020-03-06,326.0,call,10.11,9.73,9.71,1,9.75,5,59,601,2020-02-21,0.1933,0.73701,0.02584,-0.15733,0.21309,0.09054,2020-02-15/2020-02-21,put,1.84,1.86,1.85,253,1.88,239,6121,7135,2020-02-21,0.18416,-0.2534,0.02661,-0.13374,0.20903,-0.03313,2020-02-15/2020-02-21,-0.6173703119355421
2020-03-06,327.0,call,8.71,8.93,8.9,62,8.95,6,48,441,2020-02-21,0.18919,0.71379,0.02753,-0.16004,0.22218,0.08788,2020-02-15/2020-02-21,put,2.06,2.05,2.04,612,2.07,85,1320,6221,2020-02-21,0.18004,-0.27715,0.02849,-0.13657,0.21876,-0.03624,2020-02-15/2020-02-21,-0.5503518246281581
2020-03-06,333.0,call,4.44,4.53,4.51,40,4.54,5,5392,1964,2020-02-21,0.16068,0.53219,0.03789,-0.15652,0.25971,0.06633,2020-02-15/2020-02-21,put,3.61,3.67,3.65,5,3.68,5,9137,8529,2020-02-21,0.15367,-0.46691,0.03961,-0.13561,0.25966,-0.06113,2020-02-15/2020-02-21,-0.6201257139335911
2020-03-06,345.0,call,0.13,0.11,0.1,3723,0.11,716,570,11204,2020-02-21,0.09834,0.04251,0.01409,-0.02137,0.05912,0.00539,2020-02-15/2020-02-21,put,11.8,11.36,11.22,5,11.5,5,177,621,2020-02-21,0.08538,-0.97651,0.00995,0.00354,0.03623,-0.12926,2020-02-15/2020-02-21,0.9040560106645809
2020-03-06,348.0,call,0.04,0.04,0.03,1725,0.04,3551,290,6211,2020-02-21,0.10078,0.01705,0.00642,-0.01018,0.02761,0.00217,2020-02-15/2020-02-21,put,9.44,14.36,14.21,5,14.51,5,0,10,2020-02-21,0.10428,-0.97967,0.00721,0.00282,0.03207,-0.13082,2020-02-15/2020-02-21,0.5145666056500492
2020-03-06,353.0,call,0.01,0.01,0.01,768,0.02,4761,103,12060,2020-02-21,0.10962,0.00452,0.00184,-0.00344,0.00863,0.00057,2020-02-15/2020-02-21,put,20.7,19.36,19.21,5,19.51,5,0,0,2020-02-21,0.13492,-0.98286,0.00482,0.00166,0.02774,-0.13314,2020-02-15/2020-02-21,1.0353375832813
2020-03-09,325.0,call,10.77,10.72,10.7,52,10.75,5,96,143,2020-02-21,0.18522,0.75262,0.0237,-0.13429,0.22742,0.1119,2020-02-15/2020-02-21,put,1.9,1.85,1.84,5,1.86,5,1259,7785,2020-02-21,0.17852,-0.2398,0.02419,-0.11388,0.22363,-0.03811,2020-02-15/2020-02-21,-0.7158537123819367
